sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:39:42.311143+00:00;P2;11.75
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:39:42.311143+00:00;P1;11.75
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:39:42.311143+00:00;P0;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:41:31.091179+00:00;P2;13.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:41:31.091179+00:00;P1;14.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:41:31.091179+00:00;P0;8.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:41:43.571299+00:00;humidity;78.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:41:43.571299+00:00;temperature;25.70
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:44:21.183194+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:44:21.183194+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:44:21.183194+00:00;P0;8.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:44:33.811214+00:00;humidity;78.30
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:44:33.811214+00:00;temperature;25.60
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:47:45.061061+00:00;P2;24.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:47:45.061061+00:00;P1;28.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:47:45.061061+00:00;P0;13.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:50:10.216883+00:00;P2;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:50:10.216883+00:00;P1;21.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:50:10.216883+00:00;P0;12.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:50:22.573163+00:00;humidity;80.40
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:50:22.573163+00:00;temperature;25.30
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:52:59.918474+00:00;P2;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:52:59.918474+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:52:59.918474+00:00;P0;11.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:53:12.297562+00:00;humidity;84.10
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:53:12.297562+00:00;temperature;25.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:55:49.782084+00:00;P2;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:55:49.782084+00:00;P1;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:55:49.782084+00:00;P0;11.60
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:56:02.352322+00:00;humidity;83.20
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:56:02.352322+00:00;temperature;24.90
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:58:39.822443+00:00;P2;20.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:58:39.822443+00:00;P1;20.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T22:58:39.822443+00:00;P0;13.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:58:52.342444+00:00;humidity;83.40
4842;DHT22;3620;6.679;-1.574;2023-10-25T22:58:52.342444+00:00;temperature;24.80
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:01:30.033017+00:00;P2;14.25
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:01:30.033017+00:00;P1;15.25
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:01:30.033017+00:00;P0;11.25
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:01:42.652706+00:00;humidity;84.30
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:01:42.652706+00:00;temperature;24.70
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:04:20.209268+00:00;P2;20.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:04:20.209268+00:00;P1;20.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:04:20.209268+00:00;P0;13.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:04:32.596288+00:00;humidity;84.30
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:04:32.596288+00:00;temperature;24.70
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:07:57.788412+00:00;P2;20.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:07:57.788412+00:00;P1;22.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:07:57.788412+00:00;P0;12.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:10:08.918093+00:00;P2;16.75
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:10:08.918093+00:00;P1;17.75
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:10:08.918093+00:00;P0;12.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:10:21.300162+00:00;humidity;83.20
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:10:21.300162+00:00;temperature;24.80
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:12:58.718341+00:00;P2;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:12:58.718341+00:00;P1;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:12:58.718341+00:00;P0;12.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:13:11.095189+00:00;humidity;83.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:13:11.095189+00:00;temperature;24.80
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:15:48.498695+00:00;P2;16.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:15:48.498695+00:00;P1;16.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:15:48.498695+00:00;P0;10.33
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:16:01.023185+00:00;humidity;83.70
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:16:01.023185+00:00;temperature;24.80
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:18:38.739155+00:00;P2;18.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:18:38.739155+00:00;P1;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:18:38.739155+00:00;P0;11.67
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:18:51.618672+00:00;humidity;83.90
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:18:51.618672+00:00;temperature;24.90
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:22:03.622962+00:00;P2;20.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:22:03.622962+00:00;P1;21.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:22:03.622962+00:00;P0;12.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:24:28.089269+00:00;P2;17.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:24:28.089269+00:00;P1;18.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:24:28.089269+00:00;P0;11.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:24:41.142858+00:00;humidity;84.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:24:41.142858+00:00;temperature;25.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:28:38.329411+00:00;P2;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:28:38.329411+00:00;P1;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:28:38.329411+00:00;P0;11.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:30:17.604710+00:00;P2;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:30:17.604710+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:30:17.604710+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:30:30.077130+00:00;humidity;83.40
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:30:30.077130+00:00;temperature;25.10
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:33:20.612699+00:00;P2;17.75
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:33:20.612699+00:00;P1;18.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:33:20.612699+00:00;P0;13.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:33:30.373013+00:00;humidity;83.90
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:33:30.373013+00:00;temperature;25.10
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:36:07.795604+00:00;P2;13.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:36:07.795604+00:00;P1;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:36:07.795604+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:36:20.206684+00:00;humidity;83.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:36:20.206684+00:00;temperature;25.10
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:39:07.283282+00:00;P2;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:39:07.283282+00:00;P1;15.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:39:07.283282+00:00;P0;12.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:39:19.915054+00:00;humidity;83.70
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:39:19.915054+00:00;temperature;25.10
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:41:57.760814+00:00;P2;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:41:57.760814+00:00;P1;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:41:57.760814+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:42:10.336045+00:00;humidity;83.90
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:42:10.336045+00:00;temperature;25.10
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:44:47.962345+00:00;P2;13.50
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:44:47.962345+00:00;P1;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:44:47.962345+00:00;P0;8.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:45:00.582641+00:00;humidity;83.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:45:00.582641+00:00;temperature;25.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:47:38.492621+00:00;P2;11.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:47:38.492621+00:00;P1;11.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:47:38.492621+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:48:35.529375+00:00;humidity;83.60
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:48:35.529375+00:00;temperature;25.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:50:39.032718+00:00;P2;18.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:50:39.032718+00:00;P1;19.67
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:50:39.032718+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:50:51.542066+00:00;humidity;84.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:50:51.542066+00:00;temperature;25.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:53:29.003125+00:00;P2;19.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:53:29.003125+00:00;P1;22.33
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:53:29.003125+00:00;P0;10.33
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:53:41.697906+00:00;humidity;84.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:53:41.697906+00:00;temperature;24.90
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:56:19.433131+00:00;P2;20.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:56:19.433131+00:00;P1;20.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:56:19.433131+00:00;P0;12.00
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:56:32.173212+00:00;humidity;84.80
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:56:32.173212+00:00;temperature;24.80
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:59:09.576479+00:00;P2;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:59:09.576479+00:00;P1;18.00
4841;pms5003;3620;6.679;-1.574;2023-10-25T23:59:09.576479+00:00;P0;9.50
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:59:22.132073+00:00;humidity;85.20
4842;DHT22;3620;6.679;-1.574;2023-10-25T23:59:22.132073+00:00;temperature;24.60
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:01:59.593666+00:00;P2;14.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:01:59.593666+00:00;P1;14.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:01:59.593666+00:00;P0;8.67
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:02:12.163768+00:00;humidity;85.30
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:02:12.163768+00:00;temperature;24.60
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:04:49.989532+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:04:49.989532+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:04:49.989532+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:05:02.533462+00:00;humidity;85.50
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:05:02.533462+00:00;temperature;24.60
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:08:16.720363+00:00;P2;18.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:08:16.720363+00:00;P1;19.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:08:16.720363+00:00;P0;11.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:10:38.861547+00:00;P2;20.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:10:38.861547+00:00;P1;21.75
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:10:38.861547+00:00;P0;10.25
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:10:51.238226+00:00;humidity;85.60
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:10:51.238226+00:00;temperature;24.60
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:13:28.580610+00:00;P2;13.67
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:13:28.580610+00:00;P1;17.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:13:28.580610+00:00;P0;8.33
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:13:41.033887+00:00;humidity;86.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:13:41.033887+00:00;temperature;24.40
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:16:19.373847+00:00;P2;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:16:19.373847+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:16:19.373847+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:16:32.133998+00:00;humidity;86.50
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:16:32.133998+00:00;temperature;24.30
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:19:10.204020+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:19:10.204020+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:19:10.204020+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:19:23.313958+00:00;humidity;87.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:19:23.313958+00:00;temperature;24.30
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:22:01.318926+00:00;P2;13.67
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:22:01.318926+00:00;P1;16.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:22:01.318926+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:22:13.913690+00:00;humidity;86.70
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:22:13.913690+00:00;temperature;24.20
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:24:51.477075+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:24:51.477075+00:00;P1;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:24:51.477075+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:25:04.313747+00:00;humidity;86.90
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:25:04.313747+00:00;temperature;24.30
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:28:05.783883+00:00;P2;17.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:28:05.783883+00:00;P1;18.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:28:05.783883+00:00;P0;9.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:30:40.803345+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:30:40.803345+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:30:40.803345+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:30:53.453401+00:00;humidity;86.60
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:30:53.453401+00:00;temperature;24.40
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:33:30.925764+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:33:30.925764+00:00;P1;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:33:30.925764+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:33:43.511254+00:00;humidity;86.20
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:33:43.511254+00:00;temperature;24.30
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:36:21.379326+00:00;P2;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:36:21.379326+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:36:21.379326+00:00;P0;10.75
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:36:33.733407+00:00;humidity;86.70
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:36:33.733407+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:40:13.370475+00:00;P2;14.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:40:13.370475+00:00;P1;14.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:40:13.370475+00:00;P0;9.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:42:10.103258+00:00;P2;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:42:10.103258+00:00;P1;18.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:42:10.103258+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:42:23.053214+00:00;humidity;87.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:42:23.053214+00:00;temperature;24.20
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:45:00.633364+00:00;P2;15.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:45:00.633364+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:45:00.633364+00:00;P0;9.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:45:13.263426+00:00;humidity;86.70
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:45:13.263426+00:00;temperature;24.30
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:48:18.613307+00:00;P2;16.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:48:18.613307+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:48:18.613307+00:00;P0;9.33
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:51:11.693242+00:00;humidity;87.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:51:11.693242+00:00;temperature;24.20
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:53:49.219048+00:00;P2;10.67
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:53:49.219048+00:00;P1;11.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:53:49.219048+00:00;P0;8.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:54:01.578546+00:00;humidity;87.60
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:54:01.578546+00:00;temperature;24.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:56:38.979598+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:56:38.979598+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:56:38.979598+00:00;P0;10.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:56:51.513649+00:00;humidity;87.10
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:56:51.513649+00:00;temperature;24.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:59:29.056623+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:59:29.056623+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T00:59:29.056623+00:00;P0;8.50
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:59:41.555426+00:00;humidity;87.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T00:59:41.555426+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:02:19.008930+00:00;P2;12.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:02:19.008930+00:00;P1;12.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:02:19.008930+00:00;P0;7.67
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:02:31.583349+00:00;humidity;87.20
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:02:31.583349+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:05:09.415104+00:00;P2;11.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:05:09.415104+00:00;P1;15.67
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:05:09.415104+00:00;P0;7.33
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:05:21.791584+00:00;humidity;86.40
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:05:21.791584+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:08:03.393589+00:00;P2;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:08:03.393589+00:00;P1;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:08:03.393589+00:00;P0;5.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:09:14.480372+00:00;humidity;86.20
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:09:14.480372+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:11:05.643338+00:00;P2;12.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:11:05.643338+00:00;P1;12.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:11:05.643338+00:00;P0;7.25
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:11:18.553492+00:00;humidity;85.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:11:18.553492+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:13:56.083107+00:00;P2;13.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:13:56.083107+00:00;P1;14.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:13:56.083107+00:00;P0;7.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:14:08.479216+00:00;humidity;85.70
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:14:08.479216+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:16:45.933382+00:00;P2;9.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:16:45.933382+00:00;P1;11.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:16:45.933382+00:00;P0;6.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:16:58.633383+00:00;humidity;85.50
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:16:58.633383+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:19:36.211919+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:19:36.211919+00:00;P1;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:19:36.211919+00:00;P0;8.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:19:48.889534+00:00;humidity;85.20
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:19:48.889534+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:22:26.545315+00:00;P2;9.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:22:26.545315+00:00;P1;11.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:22:26.545315+00:00;P0;6.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:22:39.513111+00:00;humidity;86.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:22:39.513111+00:00;temperature;24.10
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:25:17.100490+00:00;P2;14.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:25:17.100490+00:00;P1;17.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:25:17.100490+00:00;P0;8.33
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:25:29.692710+00:00;humidity;86.50
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:25:29.692710+00:00;temperature;24.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:28:29.542831+00:00;P2;7.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:28:29.542831+00:00;P1;9.50
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:28:29.542831+00:00;P0;5.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:31:06.055134+00:00;P2;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:31:06.055134+00:00;P1;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:31:06.055134+00:00;P0;5.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:31:18.562320+00:00;humidity;85.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:31:18.562320+00:00;temperature;23.90
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:33:56.021889+00:00;P2;6.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:33:56.021889+00:00;P1;6.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:33:56.021889+00:00;P0;4.00
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:34:08.393352+00:00;humidity;84.20
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:34:08.393352+00:00;temperature;23.90
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:36:45.929183+00:00;P2;12.67
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:36:45.929183+00:00;P1;14.33
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:36:45.929183+00:00;P0;6.67
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:36:58.472116+00:00;humidity;84.30
4842;DHT22;3620;6.679;-1.574;2023-10-26T01:36:58.472116+00:00;temperature;23.90
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:39:36.072045+00:00;P2;8.00
4841;pms5003;3620;6.679;-1.574;2023-10-26T01:39:36.072045+00:00;P1;8.00
